Rank;DokumentType;Titel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
A;Lov;Lov om varsling af ferie i den forlængede lønkompensationsperiode;Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/10563;958;2020;BE008465;A20200095830;Lovtidende A;;Fremgår af forskriften;20200626;20200626;20200626;20200626;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/958
A;Ændringslov;Lov om ændring af lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19, kildeskatteloven, ligningsloven og forskellige andre love (Yderligere udskydelse af betalingsfrister for A-skat og arbejdsmarkedsbidrag, udskydelse af angivelses- og betalingsfrister for moms, forlængelse af afgiftsperioder for moms samt midlertidige lempelser af regler om fuld skattepligt, regler om lempeligere beskatning af udenlandsk lønindkomst og regler om forskerskatteordningen som følge af covid-19 m.v.);Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr. 2020-4884;871;2020;AN014438;A20200087130;Lovtidende A;;Fremgår af forskriften;20200614;20200614;20210416;20200614;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/871
A;Ændringslov;Lov om ændring af lov om erhvervsfremme (Etablering af en whistleblowerordning for de erhvervsrettede covid-19-kompensati onsordninger, som administreres af Erhvervsstyrelsen, og indførelse af særlig tavshedspligt);Erhvervsministeriet;;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2020-7141;796;2020;CQ001293;A20200079630;Lovtidende A;;Fremgår af forskriften;20200609;20200609;20200609;20200609;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/796
A;Ændringslov;Lov om ændring af SU-loven (Udvidet mulighed for slutlån som følge af covid-19);Uddannelses- og Forskningsministeriet;;Uddannelses- og Forskningsmin., j.nr. 2020-1631;575;2020;CE000940;A20200057530;Lovtidende A;;Fremgår af forskriften;20200505;20200506;20200506;20200506;;FALSE;;;;;;LOV nr 293 af 27/02/2021;;;https://www.retsinformation.dk/eli/lta/2020/575
A;Lov;Lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19;Skatteministeriet;Skatteforvaltningen;Skattemin., j.nr 2020-3026;572;2020;AN014384;A20200057230;Lovtidende A;;Fremgår af forskriften;20200505;20200505;20210416;20200505;;FALSE;;;;;;LOV nr 1620 af 17/11/2020,LOV nr 248 af 23/02/2021,LOV nr 779 af 04/05/2021,LOV nr 1956 af 19/10/2021;;;https://www.retsinformation.dk/eli/lta/2020/572
A;Ændringslov;Lov om ændring af lov om fremme af vedvarende energi og lov om naturgasforsyning (Bemyndigelse til midlertidig fravigelse af frister og andre betingelser som følge af covid-19);Klima-, Energi- og Forsyningsministeriet;Energistyrelsen;Klima-, Energi- og Forsyningsmin.,\nEnergistyrelsen, j.nr.  2020-5467;546;2020;DB000137;A20200054630;Lovtidende A;;Fremgår af forskriften;20200428;20200428;20200428;20200428;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/546
A;Ændringslov;Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme og forskellige andre love (Yderligere foranstaltninger for at forebygge og inddæmme smitte med covid-19 m.v.);Sundheds- og Ældreministeriet;;Sundheds- og Ældremin., j.nr. 2003380;359;2020;CN001207;A20200035930;Lovtidende A;;Fremgår af forskriften;20200404;20200404;20200404;20200404;;FALSE;;;;;;LOV nr 341 af 22/03/2022;;;https://www.retsinformation.dk/eli/lta/2020/359
A;Lov;Lov om udskydelse af ferie i forbindelse med covid-19;Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/05649;348;2020;BE008370;A20200034830;Lovtidende A;;Fremgår af forskriften;20200402;20200402;20200402;20200402;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/348
A;Ændringslov;Lov om ændring af SU-loven (Udvidede muligheder for studielån og slutlån samt forhøjelse af fribeløb som følge af covid-19);Uddannelses- og Forskningsministeriet;;Uddannelses- og Forskningsmin., j.nr. 2020-1429;328;2020;CE000934;A20200032830;Lovtidende A;;Fremgår af forskriften;20200331;20200331;20200331;20200331;;FALSE;;;;;;LOV nr 293 af 27/02/2021;;;https://www.retsinformation.dk/eli/lta/2020/328
A;Beslutningsforslag som fremsat;Forslag til folketingsbeslutning om danske militære bidrag til Operation Barkhane i Sahelregionen;Udenrigsministeriet;;;297;2020;AS002002;20201BB00297;Retsinformation;;Fremgår af forskriften;20210423;20210424;20210424;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201BB00297
A;Skriftlig fremsættelse af besl. forslag;Skriftlig fremsættelse (23. april 2021) - B 297;Udenrigsministeriet;;;B 297;2020;AS002003;20201XX01005;Retsinformation;;Fremgår af forskriften;20210423;20210424;20210424;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01005
A;Beslutningsforslag som fremsat;Betænkning og indstilling om ændring af forretningsorden for Folketinget (Ny ordning for undersøgelser med særlig parlamentarisk forankring, herunder indførelse af et granskningsudvalg);Folketinget;;;287;2020;AX026106;20201BB00287;Retsinformation;;Fremgår af forskriften;20210324;20210325;20210325;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201BB00287
A;Ændringslov;Lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om arbejdsgiveres og lønmodtageres retsstilling ved lønkompensation af virksomheder i forbindelse med covid-19 (Perioder, der ses bort fra ved forbrug af dagpenge m.v.);Beskæftigelsesministeriet;Styrelsen for Arbejdsmarked og Rekruttering;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/04337;274;2020;BE008358;A20200027430;Lovtidende A;;Fremgår af forskriften;20200326;20200326;20200328;20200326;;FALSE;;;;;;LOV nr 473 af 22/04/2020;;;https://www.retsinformation.dk/eli/lta/2020/274
A;Lov;Lov om arbejdsgiveres og lønmodtageres retsstilling ved lønkompensation af virksomheder i forbindelse med covid-19;Beskæftigelsesministeriet;Beskæftigelsesministeriet;Beskæftigelsesmin., j.nr. 2020-1474;264;2020;BE008354;A20200026430;Lovtidende A;;Fremgår af forskriften;20200324;20200324;20200324;20200324;;FALSE;;;;;;LOV nr 274 af 26/03/2020;;;https://www.retsinformation.dk/eli/lta/2020/264
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om fornyelse af overenskomster og aftaler for sygeplejersker;Folketinget;;;240;2020;AX026719;202014L01541;Retsinformation;;Fremgår af forskriften;20210826;20210828;20210828;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L01541
A;Lovforslag som fremsat;Forslag til Lov om fornyelse af overenskomster og aftaler for sygeplejersker;Beskæftigelsesministeriet;;Beskæftigelsesmin., j.nr. 2021-5809;240;2020;BE009021;202012L00240;Retsinformation;;Fremgår af forskriften;20210826;20210826;20210826;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00240
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om en aktiv beskæftigelsesindsats (Særlig løntilskudsordning for langtidsledige seniorer);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/07135;238;2020;BE008948;202012L00238;Retsinformation;;Fremgår af forskriften;20210611;20210612;20210612;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00238
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om sygedagpenge og barselsloven (Dagpengeret til selvstændige erhvervsdrivende uden forudgående medlemskab af en arbejdsløshedskasse, midlertidigt ophør af selvstændig virksomhed, forlængelse af den midlertidige periode med ret til sygedagpenge for lønmodtagere, der er i øget risiko ved smitte med covid-19, og for lønmodtagere, der er pårørende til personer, der er i øget risiko ved smitte med covid-19, og indførelse af periode, der kan ses bort fra ved vurdering af beskæftigelseskravet for ret til syge- og barselsdagpenge for selvstændige);Folketinget;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/06906;237;2020;AX026696;202013L00237;Retsinformation;;Fremgår af forskriften;20210624;20210625;20210625;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00237
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (4. juni 2021) - L 237;Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/06906;L 237;2020;BE008927;20201XX01488;Retsinformation;;Fremgår af forskriften;20210604;20210605;20210605;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01488
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om sygedagpenge (Dagpengeret til selvstændige erhvervsdrivende uden forudgående medlemskab af en arbejdsløshedskasse, midlertidigt ophør af selvstændig virksomhed og forlængelse af den midlertidige periode med ret til sygedagpenge for lønmodtagere, der er i øget risiko ved smitte med covid-19, og for lønmodtagere, der er pårørende til personer, der er i øget risiko ved smitte med covid-19);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/06906;237;2020;BE008929;202012L00237;Retsinformation;;Fremgår af forskriften;20210604;20210605;20210605;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00237
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om sygedagpenge (Dagpengeret til selvstændige erhvervsdrivende uden forudgående medlemskab af en arbejdsløshedskasse, midlertidigt ophør af selvstændig virksomhed og forlængelse af den midlertidige periode med ret til sygedagpenge for lønmodtagere, der er i øget risiko ved smitte med covid-19, og for lønmodtagere, der er pårørende til personer, der er i øget risiko ved smitte med covid-19);Folketinget;;;237;2020;AX026687;202014L01527;Retsinformation;;Fremgår af forskriften;20210622;20210623;20210623;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L01527
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om forebyggelse af smitte med covid-19, når arbejdsgivere stiller bolig til rådighed for ansatte, og lov om pligt til at sikre covid-19-test af tilrejsende arbejdskraft efter indrejse i Danmark (Udskydelse af solnedgangsklausuler);Folketinget;;Beskæftigelsesmin., j.nr. 2020-5982;235 B;2020;AX026690;202013LB0235;Retsinformation;;Fremgår af forskriften;20210624;20210625;20210625;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013LB0235
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om arbejdsgiveres adgang til at pålægge lønmodtagere at blive testet for covid-19 m.v. og lov om udstationering af lønmodtagere m.v. (Udskydelse af solnedgangsklausul);Folketinget;;Beskæftigelsesmin., j.nr. 2020-5982;235 A;2020;AX026689;202013LA0235;Retsinformation;;Fremgår af forskriften;20210624;20210625;20210625;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013LA0235
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af epidemiloven (Overvågning af smitsomme sygdomme via spildevand);Folketinget;;;234;2020;AX026672;202014L01513;Retsinformation;;Fremgår af forskriften;20210611;20210612;20210612;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L01513
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (25. maj 2021) - L 234;Sundhedsministeriet;;Sundhedsmin., j.nr. 2105840;L 234;2020;DI000170;20201XX01245;Retsinformation;;Fremgår af forskriften;20210525;20210526;20210526;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01245
A;Ændringsforslag til 3. behandling;Ændringsforslag til 3. behandling af Forslag til lov om ændring af epidemiloven (Overvågning af smitsomme sygdomme via spildevand);Folketinget;;;234;2020;AX026693;202018L01529;Retsinformation;;Fremgår af forskriften;20210623;20210624;20210624;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202018L01529
A;Lovforslag som fremsat;Forslag til Lov om ændring af epidemiloven (Overvågning af smitsomme sygdomme via spildevand);Sundhedsministeriet;;Sundhedsmin., j.nr. 2105840;234;2020;DI000169;202012L00234;Retsinformation;;Fremgår af forskriften;20210525;20210526;20210526;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00234
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om energiafgift af mineralolieprodukter m.v., spiritusafgiftsloven, momsloven og forskellige andre love (Implementering af det omarbejdede cirkulationsdirektiv, direktivet om militær mobilitet og ændringer i alkoholstrukturdirektivet, justering af reglerne om adgang til virksomheders bevillings- og registreringsforhold, præcisering af bagatelgrænsereglen i en række afgiftslove, justering af momsreglerne for udlejningsvirksomheder og køreskolers salg af motorkøretøjer og tilpasning til EU-regler af tidspunktet for momsfradragsrettens indtræden m.v.);Skatteministeriet;;Skattemin., j.nr. 2020-2625;233;2020;AN014905;202012L00233;Retsinformation;;Fremgår af forskriften;20210505;20210506;20210506;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00233
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om energiafgift af mineralolieprodukter m.v., spiritusafgiftsloven, momsloven og forskellige andre love (Implementering af det omarbejdede cirkulationsdirektiv, direktivet om militær mobilitet og ændringer i alkoholstrukturdirektivet, justering af reglerne om adgang til virksomheders bevillings- og registreringsforhold, præcisering af bagatelgrænsereglen i en række afgiftslove, justering af momsreglerne for udlejningsvirksomheder og køreskolers salg af motorkøretøjer og tilpasning til EU-regler af tidspunktet for momsfradragsrettens indtræden m.v.);Folketinget;;Skattemin., j.nr. 2020-2625;233;2020;AX026646;202013L00233;Retsinformation;;Fremgår af forskriften;20210604;20210605;20210605;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00233
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (5. maj 2021) - L 232;Skatteministeriet;;Skattemin., j.nr. 2021-1883;L 232;2020;AN014913;20201XX01097;Retsinformation;;Fremgår af forskriften;20210505;20210506;20210506;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01097
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om inddrivelse af gæld til det offentlige, skatteforvaltningsloven og dødsboskatteloven (Ændringer med henblik på at understøtte overførsel af fordringer til nyt inddrivelsessystem, automatiseret modregning og håndtering af indbetalinger på gæld med retskrafttvivl eller mistanke om datafejl m.v.);Skatteministeriet;;Skattemin., j.nr. 2021-1883;232;2020;AN014912;202012L00232;Retsinformation;;Fremgår af forskriften;20210505;20210506;20210506;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00232
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om en aktiv beskæftigelsesindsats og lov om arbejdsløshedsforsikring m.v. (Forlængelse af uddannelsesløftet med forhøjet dagpengesats på 110 pct. til 2022 samt undtagelse for genindplacering i en ny dagpengeperiode for personer omfattet af uddannelsesløftet);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/02842;231;2020;BE008895;202012L00231;Retsinformation;;Fremgår af forskriften;20210505;20210506;20210506;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00231
A;Lovforslag som fremsat;Forslag til Lov om ændring af udlændingeloven, lov om dansk indfødsret og integrationsloven (Indførelse af almindelig klageadgang på visumområdet, karensperiode i visse visumsager og tilvejebringelse af hjemmel til at udstede langtidsvisum til diplomater m.v. og forskellige justeringer af reglerne for beskæftigelse, privat indkvartering og indkvartering i egenfinansieret bolig for asylansøgere, tydeliggørelse af hjemlen for iværksættelse af separat indkvartering af gifte eller samlevende mindreårige udlændinge og fuldbyrdelse af afgørelser om anbringelse af uledsagede mindreårige samt genindførelse af erklæringsadgang for tidligere danske statsborgere m.v.);Udlændinge- og Integrationsministeriet;;Udlændinge- og Integrationsmin., j.nr. 2020-8935;228;2020;CS001045;202012L00228;Retsinformation;;Fremgår af forskriften;20210429;20210430;20210430;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00228
A;Lovforslag som fremsat;Forslag til Lov om indfødsrets meddelelse;Udlændinge- og Integrationsministeriet;;Udlændinge- og Integrationsmin., j.nr. 2020-12363;227;2020;CS001040;202012L00227;Retsinformation;;Fremgår af forskriften;20210429;20210430;20210430;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00227
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (29. april 2021) - L 227;Udlændinge- og Integrationsministeriet;;Udlændinge- og Integrationsmin., j.nr. 2020-12363;L 227;2020;CS001041;20201XX01057;Retsinformation;;Fremgår af forskriften;20210429;20210430;20210430;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01057
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om bemyndigelse til midlertidig fravigelse af bestemmelser om fysisk fremmøde ved generalforsamling i virksomheders vedtægter eller tilsvarende aftaler i forbindelse med covid-19 (Bemyndigelse til midlertidig udskydelse af indsendelsesfristen for årsrapporter og fravigelse af visse bestemmelser i virksomheders vedtægter eller tilsvarende aftaler);Erhvervsministeriet;;Erhvervsmin.,\nErhvervsstyrelsen j.nr.;225;2020;CQ001725;202012L00225;Retsinformation;;Fremgår af forskriften;20210429;20210430;20210430;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00225
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (29. april 2021) - L 225;Erhvervsministeriet;;Erhvervsmin.,\nErhvervsstyrelsen j.nr.;L 225;2020;CQ001726;20201XX01055;Retsinformation;;Fremgår af forskriften;20210429;20210430;20210430;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01055
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om bemyndigelse til midlertidig fravigelse af bestemmelser om fysisk fremmøde ved generalforsamling i virksomheders vedtægter eller tilsvarende aftaler i forbindelse med covid-19 (Bemyndigelse til midlertidig udskydelse af indsendelsesfristen for årsrapporter og fravigelse af visse bestemmelser i virksomheders vedtægter eller tilsvarende aftaler);Folketinget;;;225;2020;AX026313;202014L01105;Retsinformation;;Fremgår af forskriften;20210506;20210508;20210508;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L01105
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om bemyndigelse til midlertidig fravigelse af bestemmelser om fysisk fremmøde ved generalforsamling i virksomheders vedtægter eller tilsvarende aftaler i forbindelse med covid-19 (Bemyndigelse til midlertidig udskydelse af indsendelsesfristen for årsrapporter og fravigelse af visse bestemmelser i virksomheders vedtægter eller tilsvarende aftaler);Folketinget;;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2021-4203;225;2020;AX026334;202013L00225;Retsinformation;;Fremgår af forskriften;20210511;20210512;20210512;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00225
A;Lovforslag som fremsat;Forslag til Lov om ændring af købeloven og lov om markedsføring (Ændring af reglerne om forbrugerkøb som følge af implementering af varedirektivet og direktivet om digitalt indhold);Justitsministeriet;;Justitsmin., j.nr. 2021-709-0272;223;2020;AA012412;202012L00223;Retsinformation;;Fremgår af forskriften;20210428;20210429;20210429;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00223
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (28. april 2021) - L 222;Justitsministeriet;;Justitsmin., j.nr. 2019-731-0060;L 222;2020;AA012433;20201XX01043;Retsinformation;;Fremgår af forskriften;20210428;20210429;20210429;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01043
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om aktiv socialpolitik (Yderligere forlængelse af 12-månedersperioden i 225-timersreglen som følge af covid-19);Folketinget;;;219;2020;AX026324;202014L01121;Retsinformation;;Fremgår af forskriften;20210507;20210508;20210508;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L01121
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (23. april 2021) - L 219;Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/03575;L 219;2020;BE008887;20201XX01011;Retsinformation;;Fremgår af forskriften;20210423;20210424;20210424;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01011
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om lov om aktiv socialpolitik (Yderligere forlængelse af 12-månedersperioden i 225-timersreglen som følge af covid-19);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/03575;219;2020;BE008886;202012L00219;Retsinformation;;Fremgår af forskriften;20210423;20210424;20210424;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00219
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om aktiv socialpolitik (Yderligere forlængelse af 12-månedersperioden i 225-timersreglen som følge af covid-19);Folketinget;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/03575;219;2020;AX026333;202013L00219;Retsinformation;;Fremgår af forskriften;20210511;20210512;20210512;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00219
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (23. april 2021) - L 218;Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/03575;L 218;2020;BE008885;20201XX01009;Retsinformation;;Fremgår af forskriften;20210423;20210424;20210424;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX01009
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om sygedagpenge (Forlængelse af suspension af dagpengeforbrug, 4-månedersperioden ved opgørelse af karens og forbrug af supplerende dagpenge, mulighed for forlængelse af beregningsperioden for selvstændige erhvervsdrivende med over- eller underskud for indkomståret 2020 og forlængelse af retten til sygedagpenge som følge af covid-19);Folketinget;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/03575;218;2020;AX026332;202013L00218;Retsinformation;;Fremgår af forskriften;20210511;20210512;20210512;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00218
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om sygedagpenge (Forlængelse af suspension af dagpengeforbrug, 4-månedersperioden ved opgørelse af karens og forbrug af supplerende dagpenge, mulighed for fravalg af årsopgørelsen for 2020 ved satsberegningen for selvstændige erhvervsdrivende og forlængelse af retten til sygedagpenge som følge af covid-19);Folketinget;;;218;2020;AX026325;202014L01123;Retsinformation;;Fremgår af forskriften;20210507;20210508;20210508;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L01123
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om arbejdsløshedsforsikring m.v. og lov om sygedagpenge (Forlængelse af suspension af dagpengeforbrug, 4-månedersperioden ved opgørelse af karens og forbrug af supplerende dagpenge, mulighed for fravalg af årsopgørelsen for 2020 ved satsberegningen for selvstændige erhvervsdrivende samt forlængelse af retten til sygedagpenge som følge af covid-19);Beskæftigelsesministeriet;;Beskæftigelsesmin.,\nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 21/03575;218;2020;BE008884;202012L00218;Retsinformation;;Fremgår af forskriften;20210423;20210424;20210424;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00218
A;Lovforslag som fremsat;Forslag til Lov om beskyttelse af whistleblowere;Justitsministeriet;;Justitsmin., j.nr.;213;2020;AA012397;202012L00213;Retsinformation;;Fremgår af forskriften;20210414;20210415;20210415;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00213
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (14. april 2021) - L 209;Beskæftigelsesministeriet;;Beskæftigelsesmin., \nStyrelsen for Arbejdsmarked og Rekruttering, j.nr. 20/21467;L 209;2020;BE008869;20201XX00957;Retsinformation;;Fremgår af forskriften;20210414;20210415;20210415;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00957
A;Betænkning  over lovforslag;Betænkning over Forslag til lov om ændring af lov om rentefrie lån svarende til indberettet A-skat og arbejdsmarkedsbidrag i forbindelse med covid-19, lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udvidelse af A-skattelåneordningen og momslåneordningen som følge af covid-19 m.v.);Folketinget;;;208;2020;AX026228;202014L01025;Retsinformation;;Fremgår af forskriften;20210422;20210424;20210424;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202014L01025
A;Lovforslag som vedtaget;Forslag til Lov om ændring af lov om rentefrie lån svarende til indberettet A-skat og arbejdsmarkedsbidrag i forbindelse med covid-19, lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udvidelse af A-skattelåneordningen og momslåneordningen og udskydelse af betalingsfrister for A-skat og arbejdsmarkedsbidrag som følge af covid-19 m.v.);Folketinget;;Skattemin., j.nr. 2021-1635;208;2020;AX026249;202013L00208;Retsinformation;;Fremgår af forskriften;20210427;20210428;20210428;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202013L00208
A;Lovforslag som fremsat;Forslag til Lov om ændring af lov om rentefrie lån svarende til indberettet A-skat og arbejdsmarkedsbidrag i forbindelse med covid-19, lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19 (Udvidelse af A-skattelåneordningen og momslåneordningen som følge af covid-19 m.v.);Skatteministeriet;;Skattemin., j.nr. 2021-1635;208;2020;AN014879;202012L00208;Retsinformation;;Fremgår af forskriften;20210413;20210414;20210414;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/202012L00208
A;Skriftlig fremsættelse af lovforslag;Skriftlig fremsættelse (13. april 2021) - L 208;Skatteministeriet;;Skattemin., j.nr. 2021-1635;L 208;2020;AN014880;20201XX00945;Retsinformation;;Fremgår af forskriften;20210413;20210414;20210414;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ft/20201XX00945
